13010-08-7,Low,N-Butyl-N'-nitro-N-nitrosoguanidine,Single Compound,,C5H11N5O3,189.1725
25013-16-5,High,Butylated hydroxyanisole,Mixture/Formulation,,,
128-37-0,Low,Butylated hydroxytoluene,Single Compound,,C15H24O,220.3505
1948-33-0,High,tert-Butylhydroquinone,Single Compound,,C10H14O2,166.217
98-54-4,Low,4-tert-Butylphenol,Single Compound,,C10H14O,150.2176
592-31-4,Low,N-Butylurea,Single Compound,,C5H12N2O,116.1616
3068-88-0,High,beta-Butyrolactone,Single Compound,,C4H6O2,86.0892
96-48-0,Low,4-Butyrolactone,Single Compound,,C4H6O2,86.0892
10108-64-2,High,Cadmium chloride,Single Compound,,CdCl2,183.317
331-39-5,High,Caffeic acid,Mixture of Stereoisomers,"mixture of Z,E isomers",C9H8O4,180.1574
58-08-2,Low,Caffeine,Single Compound,,C8H10N4O2,194.1906
50-14-6,Low,Ergocalciferol,Single Compound,,C28H44O,396.6484
10043-52-4,Low,Calcium chloride,Single Compound,,CaCl2,110.984
814-80-2,Low,Calcium lactate,Single Compound,,C6H10CaO6,218.218
59721-29-8,Low,Camostat mesylate,Single Compound,,C21H26N4O8S,494.5182
145040-37-5,Low,Candesartan cilexetil,Single Compound,,C33H34N6O6,610.6597
105-60-2,Low,Caprolactam,Single Compound,,C6H11NO,113.1576
404-86-4,Low,Capsaicin,Single Compound,,C18H27NO3,305.4119
6/1/25,High,Captafol,Single Compound,cis -captafol [2939-80-2],C10H9Cl4NO2S,349.0609
133-06-2,Low,Captan,Single Compound,,C9H8Cl3NO2S,300.5893
563-41-7,Low,Semicarbazide hydrochloride,Single Compound,,CH6ClN3O,111.5308
103-03-7,High,Phenicarbazide,Single Compound,,C7H9N3O,151.1659
121-59-5,Low,Carbarsone,Single Compound,,C7H9AsN2O4,260.0789
63-25-2,Low,Carbaryl,Single Compound,,C12H11NO2,201.2212
86-74-8,High,Carbazole,Single Compound,,C12H9N,167.2066
1563-66-2,Low,Carbofuran,Single Compound,,C12H15NO3,221.2524
56-23-5,Low,Carbon tetrachloride,Single Compound,,CCl4,153.8227
77-65-6,Low,Carbromal,Single Compound,,C7H13BrN2O2,237.0943
7235-40-7,Low,beta-Carotene,Single Compound,,C40H56,536.8727
2244-16-8,Low,d-Carvone,Single Compound,,C10H14O,150.2176
120-80-9,Low,Catechol,Single Compound,,C6H6O2,110.1106
474-25-9,Low,Chenodeoxycholic acid,Single Compound,,C24H40O4,392.572
302-17-0,Low,Chloral hydrate,Single Compound,,C2H3Cl3O2,165.403
133-90-4,High,Chloramben,Single Compound,,C7H5Cl2NO2,206.0261
305-03-3,Low,Chlorambucil,Single Compound,,C14H19Cl2NO2,304.2122
56-75-7,Low,Chloramphenicol,Single Compound,,C11H12Cl2N2O5,323.1294
118-75-2,Low,Chloranil,Single Compound,,C6Cl4O2,245.875
57-74-9,High,Chlordane,Mixture of Stereoisomers,,C10H6Cl8,409.7786
115-28-6,High,Chlorendic acid,Mixture of Stereoisomers,unspecified stereochem,C9H4Cl6O4,388.8437
NOCAS_20269,Low,"Chlorinated paraffins (C12, 60% chlorine)",Mixture/Formulation,,,
302-22-7,Low,Chlormadinone acetate,Single Compound,,C23H29ClO4,404.927
101-79-1,Low,4-Chloro-4'-aminodiphenyl ether,Single Compound,,C12H10ClNO,219.6669
77439-76-0,Low,3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone,Single Compound,,C5H3Cl3O3,217.4345
97-00-7,Low,"1-Chloro-2,4-dinitrobenzene",Single Compound,,C6H3ClN2O4,202.552
563-47-3,Low,3-Chloro-2-methylpropene,Single Compound,,C4H7Cl,90.5514
88-73-3,Low,1-Chloro-2-nitrobenzene,Single Compound,,C6H4ClNO2,157.5545
100-00-5,Low,1-Chloro-4-nitrobenzene,Single Compound,,C6H4ClNO2,157.5545
5131-60-2,Low,"4-Chloro-1,3-diaminobenzene",Single Compound,,C6H7ClN2,142.5862
95-83-0,Low,"4-Chloro-1,2-diaminobenzene",Single Compound,,C6H7ClN2,142.5862
61702-44-1,Low,"2-Chloro-1,4-diaminobenzene sulfate",Single Compound,,C6H9ClN2O4S,240.6647
95-74-9,Low,3-Chloro-4-methylaniline,Single Compound,,C7H8ClN,141.5981
95-79-4,Low,5-Chloro-2-methylaniline,Single Compound,,C7H8ClN,141.5981
3165-93-3,Low,4-Chloro-2-methylaniline hydrochloride,Single Compound,,C7H9Cl2N,178.0591
50892-23-4,Low,Pirinixic acid,Single Compound,,C14H14ClN3O2S,323.7979
107-20-0,Low,Chloroacetaldehyde,Single Compound,,C2H3ClO,78.4976
532-27-4,Low,2-Chloroacetophenone,Single Compound,,C8H7ClO,154.5936
140-49-8,Low,4'-(Chloroacetyl)acetanilide,Single Compound,,C10H10ClNO2,211.6449
106-47-8,Low,4-Chloroaniline,Single Compound,,C6H6ClN,127.5715
20265-96-7,Low,4-Chloroaniline hydrochloride,Single Compound,,C6H7Cl2N,164.0325
108-90-7,Low,Chlorobenzene,Single Compound,,C6H5Cl,112.5569
510-15-6,Low,Chlorobenzilate,Single Compound,,C16H14Cl2O3,325.1866
124-48-1,Low,Chlorodibromomethane,Single Compound,,CHBr2Cl,208.2796
999-81-5,Low,Chlormequat chloride,Single Compound,,C5H13Cl2N,158.0694
67-66-3,Low,Chloroform,Single Compound,,CHCl3,119.3776
107-30-2,Low,Chloromethyl methyl ether,Single Compound,,C2H5ClO,80.5135
6959-47-3,High,2-(Chloromethyl)pyridine hydrochloride,Single Compound,,C6H7Cl2N,164.0325
6959-48-4,Low,3-(Chloromethyl)pyridine hydrochloride,Single Compound,,C6H7Cl2N,164.0325
80-33-1,High,Chlorfenson,Single Compound,,C12H8Cl2O3S,303.1611
150-68-5,Low,Monuron,Single Compound,,C9H11ClN2O,198.6494
117279-73-9,Low,Israpafant,Single Compound,,C28H29ClN4S,489.0747
2227-13-6,Low,Tetrasul,Single Compound,,C12H6Cl4S,324.053
76-06-2,High,Chloropicrin,Single Compound,,CCl3NO2,164.3752
1897-45-6,Low,Chlorothalonil,Single Compound,,C8Cl4N2,265.911
113-92-8,High,Chlorpheniramine maleate,Single Compound,,C20H23ClN2O4,390.8606
94-20-2,Low,Chlorpropamide,Single Compound,,C10H13ClN2O3S,276.7398
67-48-1,High,Choline chloride,Single Compound,,C5H14ClNO,139.6238
NOCAS_20326,Low,Chromic oxide pigment,Mixture/Formulation,,,
1066-30-4,Low,Chromium(III) acetate,Single Compound,,C6H9CrO6,229.1282
117-10-2,Low,Danthron,Single Compound,,C14H8O4,240.2109
51481-61-9,Low,Cimetidine,Single Compound,,C10H16N6S,252.3392
87-29-6,High,Cinnamyl anthranilate,Mixture of Stereoisomers,"mixture of Z,E isomers",C16H15NO2,253.2958
52214-84-3,Low,Ciprofibrate,Single Compound,,C13H14Cl2O3,289.1544
77-92-9,High,Citric acid,Single Compound,,C6H8O7,192.1235
637-07-0,Low,Clofibrate,Single Compound,,C12H15ClO3,242.6987
50-41-9,High,Clomiphene citrate (1:1),Mixture of Stereoisomers,,C32H36ClNO8,598.0831
10026-24-1,High,Cobalt sulfate heptahydrate,Single Compound,,CoH14O11S,281.1028
76-57-3,Low,Codeine,Single Compound,,C18H21NO3,299.3643
477-30-5,Low,Colcemid,Single Compound,,C21H25NO5,371.4269
88107-10-2,Low,Tomelukast,Single Compound,,C16H22N4O3,318.3709
137-29-1,Low,Copper dimethyldithiocarbamate,Single Compound,,C6H12CuN2S4,303.9789
56-72-4,High,Coumaphos,Single Compound,,C14H16ClO5PS,362.7656
91-64-5,Low,Coumarin,Single Compound,,C9H6O2,146.1427
102-50-1,Low,4-Methoxy-2-methylaniline,Single Compound,,C8H11NO,137.179
120-71-8,Low,2-Methoxy-5-methylaniline,Single Compound,,C8H11NO,137.179
135-20-6,Low,Cupferron,Single Compound,,C6H9N3O2,155.1546
461-58-5,High,Cyanoguanidine,Single Compound,,C2H4N4,84.08
139-05-9,Low,Sodium cyclamate,Single Compound,,C6H12NNaO3S,201.2191
31698-14-3,Low,Cyclocytidine,Single Compound,,C9H11N3O4,225.2013
7585-39-9,Low,beta-Cyclodextrin,Single Compound,,C42H70O35,1134.9843
108-94-1,High,Cyclohexanone,Single Compound,,C6H10O,98.143
95-33-0,Low,N-Cyclohexyl-2-benzothiazolesulfenamide,Single Compound,,C13H16N2S2,264.4095
4998-76-9,Low,Cyclohexylamine hydrochloride,Single Compound,,C6H14ClN,135.6351
1192-28-5,Low,Cyclopentanone oxime,Single Compound,,C5H9NO,99.1311
59865-13-3,Low,Cyclosporin A,Single Compound,,C62H111N11O12,1202.6112
427-51-0,Low,Cyproterone acetate,Single Compound,,C24H29ClO4,416.9377
52-89-1,Low,l-Cysteine hydrochloride,Single Compound,,C3H8ClNO2S,157.6191
21739-91-3,High,Cytembena,Single Compound,parent [5711-40-0]; double bond geometry,C11H8BrNaO4,307.0726
3/4/42,Low,Dacarbazine,Single Compound,,C6H10N6O,182.1832
1596-84-5,Low,Daminozide,Single Compound,,C6H12N2O3,160.1711
80-08-0,Low,Dapsone,Single Compound,,C12H12N2O2S,248.3009
53-19-0,Low,"o,p'-DDD",Mixture of Stereoisomers,,C14H10Cl4,320.0412
72-54-8,Low,"p,p'-DDD",Single Compound,,C14H10Cl4,320.0412
72-55-9,High,"p,p'-DDE",Single Compound,,C14H8Cl4,318.0253
50-29-3,High,"p,p'-DDT",Single Compound,,C14H9Cl5,354.4863
1163-19-5,Low,Decabromodiphenyl oxide,Single Compound,,C12Br10O,959.1678
14484-47-0,Low,Deflazacort,Single Compound,,C25H31NO6,441.5168
53-43-0,Low,Dehydroepiandrosterone,Single Compound,,C19H28O2,288.4244
853-23-6,Low,Dehydroepiandrosterone acetate,Single Compound,,C21H30O3,330.4611
52918-63-5,High,Deltamethrin,Single Compound,"absolute stereochem (S), (1R,3R)",C22H19Br2NO3,505.1992
131-01-1,Low,Deserpidine,Single Compound,,C32H38N2O8,578.6527
50-02-2,High,Dexamethasone,Single Compound,absolute stereochem,C22H29FO5,392.4611
3148-73-0,Low,Diacetyl hydrazine,Single Compound,,C4H8N2O2,116.1185
2303-16-4,High,Diallate,Mixture of Stereoisomers,,C10H17Cl2NOS,270.2191
131-17-9,Low,Diallyl phthalate,Single Compound,,C14H14O4,246.2586
39156-41-7,Low,"2,4-Diaminoanisole sulfate",Single Compound,,C7H12N2O5S,236.2456
538-41-0,Low,"4,4'-Diaminoazobenzene",Single Compound,,C12H12N4,212.2505
785-30-8,Low,"4,4'-Diaminobenzanilide",Single Compound,,C13H13N3O,227.2618
137-09-7,Low,"2,4-Diaminophenol dihydrochloride",Single Compound,,C6H10Cl2N2O,197.0624
95-80-7,High,"2,4-Diaminotoluene",Single Compound,,C7H10N2,122.1677
439-14-5,Low,Diazepam,Single Compound,,C16H13ClN2O,284.7402
333-41-5,Low,Diazinon,Single Compound,,C12H21N2O3PS,304.3455
53-70-3,Low,"Dibenz(a,h)anthracene",Single Compound,,C22H14,278.3466
262-12-4,Low,Dibenzo-p-dioxin,Single Compound,,C12H8O2,184.1907
96-12-8,Low,"1,2-Dibromo-3-chloropropane",Single Compound,,C3H5Br2Cl,236.3328
106-93-4,Low,"1,2-Dibromoethane",Single Compound,,C2H4Br2,187.8612
1067-33-0,Low,Dibutyltin diacetate,Single Compound,,C12H24O4Sn,351.0266
23950-58-5,Low,Propyzamide,Single Compound,,C12H11Cl2NO,256.1278
3883-43-0,Low,"2,3-Dichloro-p-dioxane",Single Compound,,C4H6Cl2O2,156.9952
87-56-9,High,"(2Z)-2,3-Dichloro-4-oxobut-2-enoic acid",Single Compound,,C4H2Cl2O3,168.9629
9/2/64,Low,Chloranocryl,Single Compound,,C10H9Cl2NO,230.0906
117-80-6,Low,Dichlone,Single Compound,,C10H4Cl2O2,227.0436
99-30-9,Low,Dicloran,Single Compound,,C6H4Cl2N2O2,207.0142
609-20-1,Low,"2,6-Dichloro-1,4-benzenediamine",Single Compound,,C6H6Cl2N2,177.0312
79-43-6,Low,Dichloroacetic acid,Single Compound,,C2H2Cl2O2,128.9421
95-50-1,Low,"1,2-Dichlorobenzene",Single Compound,,C6H4Cl2,147.002
106-46-7,Low,"1,4-Dichlorobenzene",Single Compound,,C6H4Cl2,147.002
91-94-1,High,"3,3'-Dichlorobenzidine",Single Compound,,C12H10Cl2N2,253.1272
612-83-9,Low,"3,3'-Dichlorobenzidine dihydrochloride",Single Compound,,C12H12Cl4N2,326.0491
110-57-6,High,"(2E)-1,4-Dichlorobut-2-ene",Single Compound,,C4H6Cl2,124.9964
75-34-3,Low,"1,1-Dichloroethane",Single Compound,,C2H4Cl2,98.9592
107-06-2,High,"1,2-Dichloroethane",Single Compound,,C2H4Cl2,98.9592
120-83-2,Low,"2,4-Dichlorophenol",Single Compound,,C6H4Cl2O,163.0014
120-36-5,High,Dichlorprop,Single Compound,,C9H8Cl2O3,235.064
6965-71-5,Low,"alpha-(2,5-Dichlorophenoxy)propionic acid",Single Compound,,C9H8Cl2O3,235.064
94-75-7,High,"2,4-Dichlorophenoxyacetic acid",Single Compound,,C8H6Cl2O3,221.0374
94-80-4,Low,"2,4-D 1-butyl ester",Single Compound,,C12H14Cl2O3,277.1438
25168-26-7,Low,"2,4-D isooctyl ester",Mixture/Formulation,mixture of isooctyl isomers,,
94-11-1,High,"2,4-D isopropyl ester",Single Compound,,C11H12Cl2O3,263.1172
330-54-1,Low,Diuron,Single Compound,,C9H10Cl2N2O,233.0945
97-16-5,Low,"2,4-Dichlorophenyl benzenesulfonate",Single Compound,,C12H8Cl2O3S,303.1611
78-87-5,Low,"1,2-Dichloropropane",Single Compound,,C3H6Cl2,112.9857
62-73-7,Low,Dichlorvos,Single Compound,,C4H7Cl2O4P,220.9757
115-32-2,Low,Dicofol,Single Compound,,C14H9Cl5O,370.4857
1212-29-9,Low,"N,N'-Dicyclohexylthiourea",Single Compound,,C13H24N2S,240.4081
81-21-0,Low,Dicyclopentadiene dioxide,Single Compound,,C10H12O2,164.2011
60-57-1,High,Dieldrin,Single Compound,relative stereochem,C12H8Cl6O,380.9093
2921-88-2,Low,Chlorpyrifos,Single Compound,,C9H11Cl3NO3PS,350.5863
685-91-6,Low,Diethylacetamide,Single Compound,,C6H13NO,115.1735
111-46-6,Low,Diethylene glycol,Single Compound,,C4H10O3,106.1204
617-84-5,Low,Diethylformamide,Single Compound,,C5H11NO,101.1469
141-05-9,Low,Diethyl maleate,Single Compound,,C8H12O4,172.1785
56-53-1,Low,Diethylstilbestrol,Single Compound,,C18H20O2,268.3502
105-55-5,Low,"N,N'-Diethylthiourea",Single Compound,,C5H12N2S,132.2272
628-36-4,Low,"1,2-Diformylhydrazine",Single Compound,,C2H4N2O2,88.0654
21626-89-1,Low,Diftalone,Single Compound,,C16H12N2O2,264.2787
101-90-6,Low,Diglycidyl resorcinol ether,Single Compound,,C12H14O4,222.2372
119-84-6,High,"3,4-Dihydrocoumarin",Single Compound,,C9H8O2,148.1586
695-53-4,Low,Dimethadione,Single Compound,,C5H7NO3,129.114
60-51-5,Low,Dimethoate,Single Compound,,C5H12NO3PS2,229.2574
828-00-2,Low,Dimethoxane,Single Compound,,C8H14O4,174.1944
54150-69-5,Low,"2,4-Dimethoxyaniline hydrochloride",Single Compound,,C8H12ClNO2,189.6394
91-93-0,Low,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate",Single Compound,,C16H12N2O4,296.2775
20325-40-0,High,"3,3'-Dimethoxybenzidine dihydrochloride",Single Compound,,C14H18Cl2N2O2,317.2109
60-11-7,Low,4-(Dimethylamino)azobenzene,Single Compound,,C14H15N3,225.289
868-85-9,Low,Dimethyl hydrogen phosphite,Single Compound,,C2H7O3P,110.0489
756-79-6,Low,Dimethyl methylphosphonate,Single Compound,,C3H9O3P,124.0755
551-92-8,Low,"1,2-Dimethyl-5-nitroimidazole",Single Compound,,C5H7N3O2,141.128
120-61-6,Low,Dimethyl terephthalate,Single Compound,,C10H10O4,194.184
127-19-5,Low,"N,N-Dimethylacetamide",Single Compound,,C4H9NO,87.1204
1095-90-5,Low,Methadone hydrochloride,Single Compound,,C21H28ClNO,345.9061
58-15-1,Low,4-Dimethylaminoantipyrine,Single Compound,,C13H17N3O,231.2936
108-01-0,Low,Dimethylaminoethanol,Single Compound,,C4H11NO,89.1362
121-69-7,Low,"N,N-Dimethylaniline",Single Compound,,C8H11N,121.1796
75-60-5,Low,Dimethylarsinic acid,Single Compound,,C2H7AsO2,137.9974
24448-94-0,Low,"5,5-Dimethylbarbituric acid",Single Compound,,C6H8N2O3,156.1393
57-97-6,High,"7,12-Dimethylbenz(a)anthracene",Single Compound,,C20H16,256.341
612-82-8,Low,"3,3'-Dimethylbenzidine dihydrochloride",Single Compound,,C14H18Cl2N2,285.2121
79-44-7,High,Dimethylcarbamoyl chloride,Single Compound,,C3H6ClNO,107.5388
598-64-1,High,"Dimethyldithiocarbamic acid, dimethylamine",Single Compound,,C5H14N2S2,166.3081
68-12-2,High,"N,N-Dimethylformamide",Single Compound,,C3H7NO,73.0938
57-14-7,Low,"1,1-Dimethylhydrazine",Single Compound,,C2H8N2,60.0983
306-37-6,Low,"1,2-Dimethylhydrazine dihydrochloride",Single Compound,,C2H10Cl2N2,133.0202
513-37-1,Low,"2,2-Dimethylvinyl chloride",Single Compound,,C4H7Cl,90.5514
51-28-5,Low,"2,4-Dinitrophenol",Single Compound,,C6H4N2O5,184.1064
140-79-4,Low,Dinitrosopiperazine,Single Compound,,C4H8N4O2,144.1319
606-20-2,Low,"2,6-Dinitrotoluene",Single Compound,,C7H6N2O4,182.1335
